ID,Date,State,Fire Name,Latitude,Longitude,Fire_Cause,cause1,cause2,cause3,cause4,Month,Day,Year
230680633,1/1/13,North Dakota,Oxbow Overlook 13,47.60228,-103.43472,Natural /Other/ known ,Natural ,Other, known ,,1,1,2013
566373664,1/1/13,North Dakota,Glacier 13,47.624939,-103.415214,Natural /Other/ known ,Natural ,Other, known ,,1,1,2013
852609324,1/1/13,Arizona,MIDDLE,33.077,-111.75919,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,1,1,2013
1652371,1/1/13,South Dakota,BACKYARD,43.3192,-101.0294,Natural /Other/ unknown ,Natural ,Other, unknown ,,1,1,2013
372582367,1/2/13,California,Walters,33.313447,-114.862947,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,1,2,2013
803419329,1/2/13,Utah,Sky Ranch,37.0817,-113.3175,Human/Miscellaneous /Other/ known ,Human,Miscellaneous ,Other, known ,1,2,2013
467695796,1/4/13,Oklahoma,Hopper,36.5636,-96.1919,Human/Equipment /Power Line ,Human,Equipment ,Power Line ,,1,4,2013
583546908,1/5/13,California,BECKWITH,37.68062,-121.195544,Human/Accidental/Recreation,Human,Accidental,Recreation,,1,5,2013
439279479,1/5/13,South Dakota,Marty East Housing,42.9944,-98.422,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,1,5,2013
146747878,1/5/13,South Dakota,South Airport,43.25019,-100.85925,Human/Fire Use /Slash Burning ,Human,Fire Use ,Slash Burning ,,1,5,2013
775693501,1/6/13,California,BECKWITH 2,37.680346,-121.195506,Human/Accidental/Recreation,Human,Accidental,Recreation,,1,6,2013
429494500,1/7/13,Oklahoma,BUCK JAM,35.7569,-94.5217,Human/Accidental/Recreation,Human,Accidental,Recreation,,1,7,2013
688625385,1/8/13,South Dakota,Lafferty,43.263442,-101.198533,Natural /Other/ known ,Natural ,Other, known ,,1,8,2013
766047334,1/8/13,Montana,WINTER,45.38,-107.8604,Human/Equipment /Other/ known ,Human,Equipment ,Other, known ,1,8,2013
597476118,1/8/13,Oklahoma,Crawford,36.41063,-96.35124,Human/Fire Use /Land Clearing ,Human,Fire Use ,Land Clearing ,,1,8,2013
982219570,1/8/13,Florida,LPK Roadside WF,25.4114,-80.6267,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,1,8,2013
821151366,1/8/13,California,Bellflower 4,35.56272,-117.70294,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,1,8,2013
145492455,1/8/13,Maryland,SHORTERS WHARF,38.38277778,-76.07027778,Human/Accidental/Recreation,Human,Accidental,Recreation,,1,8,2013
597981120,1/9/13,New Mexico,BOW,32.3303,-104.3067,Human,Human,,,,1,9,2013
74662137,1/9/13,South Dakota,Buettner,43.31372,-100.7295,Human/Equipment /Power Line ,Human,Equipment ,Power Line ,,1,9,2013
122559385,1/10/13,South Dakota,Couch,43.1445,-100.90381,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,1,10,2013
111033016,1/10/13,Arizona,EMBER,35.5433,-113.4192,Human/Fire Use /Burning Dump ,Human,Fire Use ,Burning Dump ,,1,10,2013
527413238,1/10/13,North Carolina,123 FIRE,36.53722222,-75.94444444,Undetermined,Undetermined,,,,1,10,2013
219472436,1/10/13,Mississippi,South Oswald Rd.,32.7583,-89.2258,Human/Fire Use /Trash Burning ,Human,Fire Use ,Trash Burning ,,1,10,2013
323649025,1/11/13,South Dakota,Wilcox,43.29889,-101.05125,Natural /Other/ unknown ,Natural ,Other, unknown ,,1,11,2013
164068819,1/11/13,Mississippi,G-06 FIRE,30.44888889,-88.66861111,Human/Other,Human,Other,,,1,11,2013
597480426,1/12/13,Mississippi,MM 52 EAST,30.45527778,-88.80472222,Human/Other,Human,Other,,,1,12,2013
682721948,1/12/13,Florida,FLORA VISTA,28.45861111,-80.85166667,Human/Accidental/Recreation,Human,Accidental,Recreation,,1,12,2013
490680940,1/12/13,California,Christmas,33.780625,-117.32725,Human/Equipment /Vehicle ,Human,Equipment ,Vehicle ,,1,12,2013
316861504,1/13/13,California,Tire,32.7525,-114.8461,Human/Equipment /Vehicle ,Human,Equipment ,Vehicle ,,1,13,2013
636869397,1/13/13,Arizona,Satellite Hill,31.8258,-111.9953,Human/Campfire /Cooking/warming ,Human,Campfire ,Cooking,warming ,1,13,2013
551187932,1/14/13,Texas,DOLPHIN,25.95666667,-97.14777778,Human/Accidental/Recreation,Human,Accidental,Recreation,,1,14,2013
612319383,1/14/13,Mississippi,Rolling Hills #1,32.7792,-89.2689,Human/Fire Use /Trash Burning ,Human,Fire Use ,Trash Burning ,,1,14,2013
493504913,1/14/13,New York,Spring Creek 1,40.64735,-73.838094,Human,Human,,,,1,14,2013
306984061,1/15/13,California,Bradshaw,33.49294,-114.74061,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,1,15,2013
262696207,1/15/13,Georgia,DOG FENNEL RD. FIRE,30.58,-82.27444444,Human/Accidental/Escaped Rx,Human,Accidental,Escaped Rx,,1,15,2013
554451697,1/15/13,Utah,Pahcoon Springs,37.2147,-113.8158,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,1,15,2013
442698298,1/16/13,Arizona,PAPAGO WELL,32.12361111,-113.2980556,Human/Accidental/Recreation,Human,Accidental,Recreation,,1,16,2013
289250815,1/16/13,Oklahoma,Deere,35.50619,-96.17767,Human/Fire Use /Trash Burning ,Human,Fire Use ,Trash Burning ,,1,16,2013
440521253,1/16/13,Arizona,ANTELOPE,32.17111111,-113.3205556,Undetermined,Undetermined,,,,1,16,2013
853362228,1/17/13,New Mexico,RT 10,35.07558,-108.86897,Human/Incendiary /Field Burning ,Human,Incendiary ,Field Burning ,,1,17,2013
369846571,1/17/13,Oklahoma,Cowboy,36.61252,-97.05802,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,1,17,2013
868657711,1/17/13,Oregon,Big Creek,43.0953,-123.9072,Human,Human,,,,1,17,2013
749430657,1/17/13,Arizona,ASH,35.5431,-113.4169,Human/Incendiary /Trash Burning ,Human,Incendiary ,Trash Burning ,,1,17,2013
326821787,1/17/13,Montana,RAIL ROAD TIE,45.6066,-107.4584,Human/Railroads /Other/ unknown ,Human,Railroads ,Other, unknown ,1,17,2013
176063466,1/17/13,California,Hayfield,33.66961,-115.6456,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,1,17,2013
419917733,1/18/13,New Mexico,Trash,36.0142,-105.9344,Human/Incendiary /Trash Burning ,Human,Incendiary ,Trash Burning ,,1,18,2013
852636046,1/18/13,Puerto Rico,JOES FOREST,18.01166667,-67.08777778,Undetermined,Undetermined,,,,1,18,2013
359695884,1/18/13,California,Bush,35.42891,-118.0292,Human/Incendiary /Blasting ,Human,Incendiary ,Blasting ,,1,18,2013
871694267,1/18/13,Arizona,ASH 2,35.5256,-113.4228,Human/Incendiary /Other/ known ,Human,Incendiary ,Other, known ,1,18,2013
196708164,1/18/13,Arizona,Bumble Bee,34.1411,-112.1436,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,1,18,2013
832151856,1/19/13,Arizona,Big Horn,32.85,-112.3519,Human/Equipment /Vehicle ,Human,Equipment ,Vehicle ,,1,19,2013
594029167,1/19/13,Oklahoma,JAMES REED,35.8556,-94.6314,Human/Fire Use /Resource Mgmt ,Human,Fire Use ,Resource Mgmt ,,1,19,2013
885717827,1/19/13,New York,Great Kills 1,40.550025,-74.130178,Human/Incendiary /Other/ known ,Human,Incendiary ,Other, known ,1,19,2013
634705750,1/20/13,California,North Beach,38.0756,-122.9756,Human/Campfire /Other/ unknown ,Human,Campfire ,Other, unknown ,1,20,2013
43676324,1/20/13,Oklahoma,Yellow Dog,35.493,-97.0675,Human/Miscellaneous /Other/ known ,Human,Miscellaneous ,Other, known ,1,20,2013
195537094,1/21/13,Nevada,Boulder,37.345,-114.7583,Human,Human,,,,1,21,2013
885285586,1/21/13,Tennessee,Car Inferno,35.3214,-87.5806,Human/Equipment /Vehicle ,Human,Equipment ,Vehicle ,,1,21,2013
261023381,1/21/13,Arizona,GOPHER,33.307097,-110.440103,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,1,21,2013
510628312,1/21/13,Indiana,Marquette Trail 2,41.60739,-87.23711,Human/Juveniles /Other/ unknown ,Human,Juveniles ,Other, unknown ,1,21,2013
674809720,1/21/13,Oklahoma,David,34.975,-96.5994,Human/Incendiary /Other/ known ,Human,Incendiary ,Other, known ,1,21,2013
84546908,1/21/13,Arizona,Gu Vo Fire,32.0042,-112.6217,Human/Fire Use /Other/ known ,Human,Fire Use ,Other, known ,1,21,2013
770977326,1/22/13,Arizona,Artesia,32.6547,-109.5547,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,1,22,2013
57105038,1/22/13,Oklahoma,EDDIE SLOPE,35.7436,-94.5842,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,1,22,2013
375064036,1/22/13,Utah,Flats Vehicle,38.1464,-109.3717,Human/Equipment /Vehicle ,Human,Equipment ,Vehicle ,,1,22,2013
33390854,1/23/13,Arizona,DOBSON,33.2032,-111.8755,Human/Juveniles /Other/ known ,Human,Juveniles ,Other, known ,1,23,2013
934767086,1/23/13,Oklahoma,PINE 17,35.7006,-94.6978,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,1,23,2013
900784683,1/23/13,Arizona,Shiprock,34.34042,-113.15347,Human/Equipment /Vehicle ,Human,Equipment ,Vehicle ,,1,23,2013
485935004,1/24/13,Oklahoma,BUCK TROT,35.735153,-94.52567,Human/Accidental/Recreation,Human,Accidental,Recreation,,1,24,2013
157061908,1/24/13,Utah,Bug Point,37.54739,-109.11964,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,1,24,2013
542021536,1/24/13,New Mexico,SUBSTATION,34.82694444,-104.8552778,Human/Other,Human,Other,,,1,24,2013
626055132,1/24/13,South Carolina,BURRITO FIRE,34.61027778,-80.20388889,Human/Accidental/Recreation,Human,Accidental,Recreation,,1,24,2013
33214536,1/24/13,South Dakota,Field,43.246361,-100.839275,Human/Juveniles /Other/ unknown ,Human,Juveniles ,Other, unknown ,1,24,2013
317098454,1/25/13,Colorado,HWY 141,38.7719,-108.883,Human/Equipment /Vehicle ,Human,Equipment ,Vehicle ,,1,25,2013
666233493,1/25/13,Montana,CRAZY HEADS,45.6114,-106.5164,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,1,25,2013
426461884,1/26/13,South Dakota,Club,44.07936,-99.5875,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,1,26,2013
548414359,1/26/13,California,ARENA PLAINS,37.28944444,-120.7263889,Human/Arson/Adult,Human,Arson,Adult,,1,26,2013
668076498,1/26/13,Oklahoma,NE30020A,35.6931,-94.6892,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,1,26,2013
97126946,1/26/13,Oklahoma,NE30022A,35.6908,-94.6903,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,1,26,2013
259898507,1/26/13,Oklahoma,Wrecker,36.9092,-94.7892,Human/Equipment /Vehicle ,Human,Equipment ,Vehicle ,,1,26,2013
160507988,1/26/13,Montana,Brass,46.019,-108.479897,Human/Incendiary /Other/ known ,Human,Incendiary ,Other, known ,1,26,2013
657495168,1/27/13,South Dakota,Cottonwood,45.6611,-100.535,Human/Miscellaneous /Burning Building ,Human,Miscellaneous ,Burning Building ,,1,27,2013
344660077,1/27/13,Florida,Road Side 2,26.0156,-81.3456,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,1,27,2013
136806632,1/27/13,Florida,Road Side 1,26.0181,-81.3456,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,1,27,2013
900963833,1/27/13,Mississippi,Cathead,32.5403,-89.9539,Human/Juveniles /Other/ unknown ,Human,Juveniles ,Other, unknown ,1,27,2013
477024684,1/27/13,South Dakota,Walker,43.2383,-100.8736,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,1,27,2013
806505588,1/28/13,Mississippi,Dupree,32.2608,-90.5019,Human/Fire Use /Slash Burning ,Human,Fire Use ,Slash Burning ,,1,28,2013
842049362,1/28/13,Mississippi,MM62 FRONTAGE,30.43638889,-88.64583333,Undetermined,Undetermined,,,,1,28,2013
361283866,1/28/13,Arizona,ADOBE WINDMILL,32.22611111,-112.9841667,Human/Accidental/Recreation,Human,Accidental,Recreation,,1,28,2013
824438252,1/28/13,Louisiana,CARFIRE28JAN13,30.07944444,-89.86194444,Human/Arson/Adult,Human,Arson,Adult,,1,28,2013
391526428,1/28/13,Louisiana,CARFIRE25JAN13,30.11166667,-89.865,Human/Arson/Adult,Human,Arson,Adult,,1,28,2013
600394794,1/28/13,Texas,Hacksaw,35.73741,-101.55916,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,1,28,2013
802611291,1/28/13,South Dakota,Eleven Bales,45.77222,-101.07889,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,1,28,2013
693146085,1/29/13,Georgia,ACCESS ROAD,33.11305556,-83.68166667,Human/Other,Human,Other,,,1,29,2013
83262533,1/29/13,Mississippi,Hula Hoop,32.4042,-90.2317,Human/Equipment /Vehicle ,Human,Equipment ,Vehicle ,,1,29,2013
357260972,1/30/13,Arizona,COTTONWOOD,33.307097,-110.452003,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,1,30,2013
746678418,1/30/13,South Carolina,BOY SCOUT FIRE,34.58277778,-80.23638889,Undetermined,Undetermined,,,,1,30,2013
542141228,1/31/13,Arizona,RIM,33.27497,-110.32706,Natural /Lightning ,Natural ,Lightning ,,,1,31,2013
416822400,1/31/13,South Dakota,Osni,43.117017,-101.036547,Human/Equipment /Other/ known ,Human,Equipment ,Other, known ,1,31,2013
783987096,1/31/13,Texas,GATE ,30.49855,-97.96708,Human/Accidental/Industrial,Human,Accidental,Industrial,,1,31,2013
256381797,1/31/13,Mississippi,HWY 16 West,32.7808,-89.2475,Human/Fire Use /Trash Burning ,Human,Fire Use ,Trash Burning ,,1,31,2013
813706857,2/1/13,Mississippi,FB OVERPASS #2,30.44638889,-88.74416667,Undetermined,Undetermined,,,,2,1,2013
553545332,2/1/13,Mississippi,FB OVERPASS #1,30.45527778,-88.76888889,Undetermined,Undetermined,,,,2,1,2013
652534938,2/1/13,Mississippi,FishGuts,32.4489,-90.0714,Human/Campfire /Cooking/warming ,Human,Campfire ,Cooking,warming ,2,1,2013
489260376,2/1/13,Oklahoma,Herman,36.42169,-96.40763,Human/Equipment /Other/ unknown ,Human,Equipment ,Other, unknown ,2,1,2013
841774621,2/2/13,South Dakota,Semi,43.3026,-100.711122,Human/Equipment /Vehicle ,Human,Equipment ,Vehicle ,,2,2,2013
738875571,2/2/13,Oklahoma,Honobia Creek,34.5394,-94.9319,Human/Incendiary /Trash Burning ,Human,Incendiary ,Trash Burning ,,2,2,2013
131710414,2/2/13,Oklahoma,ALREADY GOT,35.7,-94.6886,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,2,2,2013
519662664,2/2/13,Puerto Rico,E.M.C.SOUTH ROAD,18.13444444,-65.35444444,Undetermined,Undetermined,,,,2,2,2013
313036690,2/2/13,Oregon,6600 E-140 Rd,44.8083,-121.2008,Human/Fire Use /Trash Burning ,Human,Fire Use ,Trash Burning ,,2,2,2013
394027104,2/2/13,Oklahoma,BROWN PIT,35.7369,-94.6733,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,2,2,2013
747109516,2/2/13,New York,Frank Charles 1,40.648289,-73.834219,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,2,2,2013
838448515,2/3/13,California,FISHERMAN,37.62416667,-121.1875,Human/Accidental/Recreation,Human,Accidental,Recreation,,2,3,2013
36081358,2/3/13,Florida,BR MC,27.0678,-81.0506,Human/Equipment /Other/ known ,Human,Equipment ,Other, known ,2,3,2013
992710782,2/3/13,Montana,Loon,47.7681,-114.2958,Human/Campfire /Cooking/warming ,Human,Campfire ,Cooking,warming ,2,3,2013
748281570,2/3/13,Montana,Acton 1,46.034697,-108.6455,Human/Campfire /Cooking/warming ,Human,Campfire ,Cooking,warming ,2,3,2013
186917383,2/3/13,Puerto Rico,LA SIEMBRA,18.13555556,-65.36083333,Undetermined,Undetermined,,,,2,3,2013
42836954,2/3/13,Mississippi,146 Jefferson Rd.,32.7914,-89.2719,Human/Fire Use /Trash Burning ,Human,Fire Use ,Trash Burning ,,2,3,2013
75092088,2/4/13,South Dakota,Roadside,45.7128,-100.8133,Human,Human,,,,2,4,2013
157473507,2/4/13,Arizona,South Boundary,35.5,-110.8439,Human/Incendiary /Field Burning ,Human,Incendiary ,Field Burning ,,2,4,2013
388878711,2/4/13,Oklahoma,Wright,36.31831,-95.97164,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,2,4,2013
906866475,2/4/13,Oklahoma,West,36.63613,-96.26427,Human/Equipment /Other/ unknown ,Human,Equipment ,Other, unknown ,2,4,2013
503866749,2/4/13,Florida,LCEC FIRE,26.46549,-82.14882,Human/Accidental/Industrial,Human,Accidental,Industrial,,2,4,2013
519939818,2/4/13,Oklahoma,Bamboo,34.9792,-97.0189,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,2,4,2013
768152254,2/4/13,Alabama,Kameron,34.84,-87.9247,Human/Campfire /Cooking/warming ,Human,Campfire ,Cooking,warming ,2,4,2013
124113307,2/4/13,Alabama,Kameron 2,34.84,-87.9247,Human/Campfire /Cooking/warming ,Human,Campfire ,Cooking,warming ,2,4,2013
160035510,2/5/13,South Dakota,Shelter,43.185,-102.7375,Human/Fire Use /Trash Burning ,Human,Fire Use ,Trash Burning ,,2,5,2013
794760154,2/5/13,Puerto Rico,FIRE ROAD,17.96083333,-67.20027778,Undetermined,Undetermined,,,,2,5,2013
922481804,2/5/13,Oklahoma,SOLDIER VANN,35.7,-94.6914,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,2,5,2013
812052288,2/6/13,Arizona,Route 2 MP 25,35.6147,-110.7739,Human/Smoking /Smoking ,Human,Smoking ,Smoking ,,2,6,2013
91266971,2/6/13,California,GIANT,32.73138889,-116.9416667,Human/Accidental/Recreation,Human,Accidental,Recreation,,2,6,2013
112763713,2/6/13,Montana,FLASH,48.54392,-113.01133,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,2,6,2013
233286514,2/7/13,Arizona,Rubbish Fire,32.7614,-111.7403,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,2,7,2013
964594629,2/7/13,North Carolina,HARRY_ PIT,35.915,-75.78416667,Undetermined,Undetermined,,,,2,7,2013
82661037,2/8/13,Arizona,Babo Park Fire,31.6806,-111.6397,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,2,8,2013
90687299,2/9/13,Montana,MILL,48.97714,-113.50414,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,2,9,2013
440196087,2/9/13,New Mexico,Transfer,35.344694,-106.536587,Human/Fire Use /Other/ unknown ,Human,Fire Use ,Other, unknown ,2,9,2013
365851530,2/9/13,Puerto Rico,C.P.C. DIESEL TANK,18.13916667,-65.30583333,Undetermined,Undetermined,,,,2,9,2013
484819451,2/9/13,Arizona,PALM CAYON RD.,33.35972222,-114.1163889,Human/Accidental/Recreation,Human,Accidental,Recreation,,2,9,2013
782693646,2/9/13,Colorado,ROCKY FLATS LAKE,39.875,-105.2316667,Human/Accidental/Agricultural,Human,Accidental,Agricultural,,2,9,2013
863614727,2/9/13,Arizona,LBUTTE,33.224,-111.9225,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,2,9,2013
672008882,2/10/13,Oklahoma,CR-2485,35.0669,-98.5592,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,2,10,2013
33520100,2/10/13,California,Jones Point #1,41.0336,-123.64,Human/Incendiary /Recurrent ,Human,Incendiary ,Recurrent ,,2,10,2013
122793508,2/11/13,New Mexico,Standing,35.258894,-106.568693,Human/Fire Use /Field Burning ,Human,Fire Use ,Field Burning ,,2,11,2013
350641108,2/11/13,Florida,CLEAR-CUT,26.229561,-81.357566,Human/Accidental/Escaped Rx,Human,Accidental,Escaped Rx,,2,11,2013
503731443,2/11/13,California,Cappell Yurok,41.2706,-123.7783,Natural /Other/ unknown ,Natural ,Other, unknown ,,2,11,2013
82723836,2/11/13,South Dakota,Hot Water,43.32153,-101.03186,Human/Incendiary /Other/ known ,Human,Incendiary ,Other, known ,2,11,2013
412801954,2/12/13,California,Hughes,34.451211,-118.255644,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,2,12,2013
823734858,2/12/13,Maryland,UNIT 7,38.39944444,-76.08361111,Human/Other,Human,Other,,,2,12,2013
710046202,2/12/13,California,Aggregate #1,41.0347,-123.6581,Human/Incendiary /Recurrent ,Human,Incendiary ,Recurrent ,,2,12,2013
450970957,2/12/13,Maryland,UNIT 3,38.39138889,-76.075,Human/Other,Human,Other,,,2,12,2013
139962406,2/12/13,Arizona,SNAKEHILL,33.10836,-111.85761,Human/Campfire /Cooking/warming ,Human,Campfire ,Cooking,warming ,2,12,2013
557182900,2/13/13,California,Carrizo,33.608488,-116.419362,Human/Equipment /Vehicle ,Human,Equipment ,Vehicle ,,2,13,2013
688951038,2/13/13,South Dakota,First Street,45.765,-101.0792,Human/Miscellaneous /Burning Building ,Human,Miscellaneous ,Burning Building ,,2,13,2013
447399764,2/13/13,New Mexico,Trujillo,34.89699,-106.68479,Human/Fire Use /Field Burning ,Human,Fire Use ,Field Burning ,,2,13,2013
385181194,2/13/13,Montana,FEMA,48.52858,-113.0165,Human/Incendiary /Trash Burning ,Human,Incendiary ,Trash Burning ,,2,13,2013
214964147,2/13/13,South Dakota,Walk About,43.21406,-100.90775,Human/Fire Use /Trash Burning ,Human,Fire Use ,Trash Burning ,,2,13,2013
141738488,2/14/13,California,GARDNERS,37.63416667,-121.2069444,Human/Accidental/Recreation,Human,Accidental,Recreation,,2,14,2013
986578149,2/14/13,North Carolina,HWY 94 FIRE,35.68666667,-76.20111111,Human/Accidental/Industrial,Human,Accidental,Industrial,,2,14,2013
250233790,2/14/13,California,Beaver # 1,41.1,-123.7153,Human/Incendiary /Trash Burning ,Human,Incendiary ,Trash Burning ,,2,14,2013
382694932,2/14/13,North Dakota,Cameron's Point,46.082706,-100.626967,Human/Incendiary /Trash Burning ,Human,Incendiary ,Trash Burning ,,2,14,2013
710579454,2/15/13,California,WILSON,32.6675,-116.9283333,Human/Accidental/Recreation,Human,Accidental,Recreation,,2,15,2013
838099651,2/15/13,Oklahoma,WICHITA-586,35.12702,-98.17202,Human/Equipment /Exhaust ,Human,Equipment ,Exhaust ,,2,15,2013
75664763,2/15/13,Arizona,Bolton,35.8394,-110.2372,Human/Fire Use /Trash Burning ,Human,Fire Use ,Trash Burning ,,2,15,2013
592741242,2/15/13,Mississippi,Lagoon,32.7892,-89.2228,Human/Fire Use /Trash Burning ,Human,Fire Use ,Trash Burning ,,2,15,2013
894666975,2/15/13,Montana,LOOP,48.56406,-113.02847,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,2,15,2013
282292037,2/15/13,Texas,2013 SARGENT RANCH,29.84194444,-95.73083333,Human/Accidental/Agricultural,Human,Accidental,Agricultural,,2,15,2013
347835424,2/16/13,Oklahoma,DORIS 2/16/13,34.715,-98.64361111,Human/Accidental/Recreation,Human,Accidental,Recreation,,2,16,2013
150762981,2/16/13,Puerto Rico,WILD HORSE,18.01166667,-67.08861111,Human/Other,Human,Other,,,2,16,2013
836680835,2/16/13,Montana,17 Mile,46.0175,-108.4794,Human/Miscellaneous /Other/ known ,Human,Miscellaneous ,Other, known ,2,16,2013
660131363,2/16/13,California,Sandrail,32.9683,-115.1696,Human/Equipment /Vehicle ,Human,Equipment ,Vehicle ,,2,16,2013
743914104,2/16/13,Oklahoma,Harjo9,35.3608,-96.5667,Human/Fire Use /Trash Burning ,Human,Fire Use ,Trash Burning ,,2,16,2013
56086240,2/16/13,Montana,Oliver,47.6081,-114.3847,Human/Incendiary /Slash Burning ,Human,Incendiary ,Slash Burning ,,2,16,2013
70313596,2/16/13,Mississippi,Ratliff Ferry,32.5928,-89.8403,Human/Campfire /Cooking/warming ,Human,Campfire ,Cooking,warming ,2,16,2013
52233076,2/17/13,Oklahoma,KIOWA-260,35.058,-98.5375,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,2,17,2013
606103444,2/17/13,New York,Runway 1-2,40.594333,-73.898611,Human/Fire Use /Other/ known ,Human,Fire Use ,Other, known ,2,17,2013
165387873,2/17/13,New Mexico,Gallarito Flatts,33.1539,-105.7917,Human/Incendiary /Slash Burning ,Human,Incendiary ,Slash Burning ,,2,17,2013
22677080,2/17/13,New Mexico,126,34.864194,-106.677893,Human/Fire Use /Field Burning ,Human,Fire Use ,Field Burning ,,2,17,2013
577444920,2/17/13,Oklahoma,NE30032A,35.655,-94.6308,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,2,17,2013
148467617,2/17/13,New Mexico,BINDELS,32.4008,-104.1681,Human/Miscellaneous /Other/ known ,Human,Miscellaneous ,Other, known ,2,17,2013
928640797,2/17/13,Oklahoma,KIOWA-690,35.0728,-98.5653,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,2,17,2013
115146864,2/17/13,California,I 10 west / Morongo Trail,33.931683,-116.828067,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,2,17,2013
606699443,2/17/13,South Dakota,Bettelyoun,43.56761,-101.66281,Human/Miscellaneous /Other/ known ,Human,Miscellaneous ,Other, known ,2,17,2013
482094231,2/17/13,California,Pine Creek # 1,41.1033,-123.7067,Human/Incendiary /Recurrent ,Human,Incendiary ,Recurrent ,,2,17,2013
155452930,2/17/13,California,Marshall # 1,41.0867,-123.6942,Human/Incendiary /Slash Burning ,Human,Incendiary ,Slash Burning ,,2,17,2013
86472891,2/17/13,South Dakota,Lagoons,43.24728,-100.85508,Natural /Other/ unknown ,Natural ,Other, unknown ,,2,17,2013
397094049,2/17/13,Nevada,East Charleston,36.1581,-115.0189,Human/Campfire /Other/ unknown ,Human,Campfire ,Other, unknown ,2,17,2013
525725457,2/18/13,South Dakota,Pan,43.320656,-101.027656,Human/Miscellaneous /Other/ unknown ,Human,Miscellaneous ,Other, unknown ,2,18,2013
284432910,2/18/13,Oklahoma,Old Dump,35.7067,-94.515,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,2,18,2013
176115857,2/18/13,Oklahoma,Soggy Bottom,35.7058,-94.5256,Human/Incendiary /Other/ unknown ,Human,Incendiary ,Other, unknown ,2,18,2013
102002737,2/18/13,Kansas,2013 WEST EUREKA,38.2045,-94.6498,Undetermined,Undetermined,,,,2,18,2013
993453060,2/18/13,California,School Bus,32.9718,-115.1606,Human/Fire Use /Trash Burning ,Human,Fire Use ,Trash Burning ,,2,18,2013
659563191,2/18/13,Oklahoma,DORIS 2/18/13,34.71527778,-98.64277778,Human/Accidental/Recreation,Human,Accidental,Recreation,,2,18,2013
